id,claim_date,slug,claim,type,target,cluster_id,canonical_statement,specificity,falsifiability,status_at_eval,horizon_type,horizon_value
claim_0771,2024-03-10,two-years-later-deep-learning-is,Current AI is nowhere near the general-purpose domestic robot intelligence depicted in science fiction,descriptive,AGI,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",med,partial,supported,none,
claim_0772,2024-03-10,two-years-later-deep-learning-is,Deep learning will turn out to be only a small part of what is needed for trustworthy AI,predictive,deep learning,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,partial,pending,none,
claim_0773,2024-03-10,two-years-later-deep-learning-is,Deep learning is best suited for low-stakes tasks where approximate results are acceptable,descriptive,deep learning,llms_no_real_understanding,LLMs are fundamentally statistical pattern matchers / next-word predictors without genuine understanding.,low,partial,mixed,none,
claim_0774,2024-03-10,two-years-later-deep-learning-is,Current deep learning systems frequently make basic errors,descriptive,deep learning,ai_progress_not_linear,AI progress is not linear or exponential; easy gains come first and fundamental problems remain unsolved.,low,partial,supported,none,
claim_0775,2024-03-10,two-years-later-deep-learning-is,"AI scaling laws are empirical observations that may not hold indefinitely, analogous to Moore's law",descriptive,AI scaling laws,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",med,partial,supported,none,
claim_0776,2024-03-10,two-years-later-deep-learning-is,LLMs alone are not the answer to AGI; a paradigm shift is needed,descriptive,AGI,ai_needs_new_paradigm,"Fundamentally new AI approaches are needed because the current deep learning/LLM paradigm has inherent, unfixable limitations.",low,partial,mixed,none,
claim_0777,2024-03-10,two-years-later-deep-learning-is,The metrics that have improved with scaling do not capture genuine comprehension,descriptive,AI scaling,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",low,partial,mixed,none,
claim_0778,2024-03-10,two-years-later-deep-learning-is,LLM toxicity has improved in normal use but remains elicitable via jailbreaks; misinformation remains common even without jailbreaks,descriptive,LLMs,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",med,partial,supported,none,
claim_0779,2024-03-10,two-years-later-deep-learning-is,"Even prominent AI leaders (Gates, Hassabis, LeCun, Altman) have recognized that AI scaling may be hitting a plateau",descriptive,AI scaling,altman_overpromises,"Sam Altman systematically overpromises and underdelivers on AI capabilities, timelines, and ethical commitments.",med,partial,supported,none,
claim_0780,2024-03-12,the-roi-on-genai-might-not-be-so,The ROI on generative AI investment is not yet clear despite massive spending,descriptive,generative AI economics,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",med,partial,mixed,none,
claim_0781,2024-03-14,the-year-of-the-big-balled-rat,Generative AI is degrading scientific integrity and the problem may worsen significantly,predictive,GenAI and science,ai_academic_integrity,"AI threatens scientific/academic integrity through plagiarism, fake research, and information pollution.",low,partial,supported,none,
claim_0782,2024-03-14,the-year-of-the-big-balled-rat,The long-term consequences of LLM use in scientific papers may be severe,predictive,GenAI and science,industry_self_regulation_fails,AI companies cannot be trusted to self-regulate; they externalize costs while capturing profits.,low,partial,mixed,none,
claim_0783,2024-03-14,the-year-of-the-big-balled-rat,"GenAI-generated garbage submissions could overwhelm journal review processes, damaging scientific publishing reputation",predictive,scientific publishing,ai_media_coverage_uncritical,"Media coverage of AI is overwhelmingly uncritical, amplifying industry hype without adequate scrutiny.",med,partial,supported,none,
claim_0784,2024-03-15,openais-lies-and-half-truths,OpenAI CTO Mira Murati's claim of not knowing what data Sora was trained on is not credible given her role,descriptive,OpenAI,sora_video_unreliable,AI video generation (especially Sora) cannot simulate real physics and produces physically impossible outputs.,high,partial,supported,none,
claim_0785,2024-03-15,openais-lies-and-half-truths,"A pattern of half-truths and lack of candor on openness, data, finances, and regulation runs through OpenAI's corporate DNA",descriptive,OpenAI,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",med,partial,supported,none,
claim_0786,2024-03-15,the-exponential-enshittification,Every scientific article containing ChatGPT remnant phrases should be considered suspect and possibly retracted because hallucinations may have infiltrated the content,normative,scientific publishing,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,no,untestable,none,
claim_0787,2024-03-15,the-exponential-enshittification,GenAI will cause a radical spike in dubious scientific paper submissions that overwhelms the already-strained peer review system,predictive,scientific publishing,ai_academic_integrity,"AI threatens scientific/academic integrity through plagiarism, fake research, and information pollution.",med,partial,supported,none,
claim_0788,2024-03-15,the-exponential-enshittification,Science journals being overrun by LLM-generated garbage is imminent and may tip the cost-benefit analysis of LLMs to net negative for society,predictive,LLMs and society,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",med,partial,mixed,none,
claim_0789,2024-03-15,the-exponential-enshittification,LLM manufacturers should be taxed to subsidize the journal review system that their products are degrading,normative,AI regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,med,no,untestable,none,
claim_0790,2024-03-16,happy-1st-birthday-gpt-4,"AI capabilities may be reaching a plateau at the GPT-4 level, with no competitor decisively surpassing it after one year.",descriptive,LLM capability plateau,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",high,yes,contradicted,none,
claim_0791,2024-03-16,happy-1st-birthday-gpt-4,Google and Anthropic have spent heavily but converged at GPT-4-level performance rather than surpassing it.,descriptive,LLM competition,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",high,yes,contradicted,none,
claim_0792,2024-03-16,happy-1st-birthday-gpt-4,"Most enterprise LLM deployments have been preliminary rather than production-level, and initial corporate expectations for LLMs were unrealistic.",descriptive,LLM enterprise adoption,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",med,partial,mixed,none,
claim_0793,2024-03-16,happy-1st-birthday-gpt-4,Bad actors are using LLMs for cybercrime and disinformation because they have lower reliability standards than legitimate users.,descriptive,LLM misuse,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",med,partial,supported,none,
