theme3_id,theme_label,step_index,from_cluster2_id,to_cluster2_id,from_date,to_date,from_horizon_values,to_horizon_values,horizon_drift,from_certainty,to_certainty,certainty_drift,lexical_drift,drift_score,from_quote,to_quote
theme3_3c553598e33f,agi_timeline,21,cluster2_9aa09566059a,cluster2_14fdbc2d479a,2025-01-26,2025-02-13,2027-12-31,,less_specific,balanced,balanced,stable,0.957,2,"Contra Silicon Valley scuttlebutt, neither country will achieve AGI by the end of 2027.","In all likelihood AGI will some day arrive, with or without LLMs at the core, and likely with all kinds of other gadgets included."
theme3_3c553598e33f,agi_timeline,22,cluster2_14fdbc2d479a,cluster2_1ab79ae4134e,2025-02-13,2025-03-05,,,stable,balanced,balanced,stable,0.909,1,"In all likelihood AGI will some day arrive, with or without LLMs at the core, and likely with all kinds of other gadgets included.",There is a notion implicit in the interview that whoever gets to AGI first will have some massive advantage.
theme3_3c553598e33f,agi_timeline,23,cluster2_1ab79ae4134e,cluster2_723391a7e57c,2025-03-05,2025-03-05,,,stable,balanced,balanced,stable,0.864,1,There is a notion implicit in the interview that whoever gets to AGI first will have some massive advantage.,"The point here is not about arithmetic but generalization . 3 Another implicit assumption is that getting to AGI first, even by a few months, will matter a lot."
theme3_3c553598e33f,agi_timeline,24,cluster2_723391a7e57c,cluster2_8f6a825f544c,2025-03-05,2025-03-05,,,stable,balanced,balanced,stable,0.850,1,"The point here is not about arithmetic but generalization . 3 Another implicit assumption is that getting to AGI first, even by a few months, will matter a lot.",I completely agree with Klein that AGI will matter a lot when it comes.
theme3_3c553598e33f,agi_timeline,25,cluster2_8f6a825f544c,cluster2_9b93f713b7c3,2025-03-05,2025-03-05,,,stable,balanced,high_assertion,changed,0.917,1,I completely agree with Klein that AGI will matter a lot when it comes.,"Achieving AGI is impossible, and we will never get there."
theme3_3c553598e33f,agi_timeline,26,cluster2_9b93f713b7c3,cluster2_a841bb4a554e,2025-03-05,2025-03-05,,,stable,high_assertion,balanced,changed,0.923,1,"Achieving AGI is impossible, and we will never get there.",He rightfully acknowledges that we dont’t really know what the AGI era will look like.
theme3_3c553598e33f,agi_timeline,27,cluster2_a841bb4a554e,cluster2_bf8b39744567,2025-03-05,2025-03-05,,,stable,balanced,balanced,stable,0.967,1,He rightfully acknowledges that we dont’t really know what the AGI era will look like.,"More importantly, even with extra augmentation, the system remains wildly unreliable on tasks that many systems have been able to handle for decades. 2 Some will say “humans make arithmetic errors, too”, but AGI really shouldn’t."
theme3_3c553598e33f,agi_timeline,28,cluster2_bf8b39744567,cluster2_c6db08aebbaa,2025-03-05,2025-03-05,,,stable,balanced,balanced,stable,0.967,1,"More importantly, even with extra augmentation, the system remains wildly unreliable on tasks that many systems have been able to handle for decades. 2 Some will say “humans make arithmetic errors, too”, but AGI really shouldn’t.",Everything won’t be solved everywhere all at once; getting to AGI will be a slog.
theme3_3c553598e33f,agi_timeline,29,cluster2_c6db08aebbaa,cluster2_fc3d5f639ef5,2025-03-05,2025-05-22,,,stable,balanced,balanced,stable,0.889,1,Everything won’t be solved everywhere all at once; getting to AGI will be a slog.,"And even though I highly doubt AGI will arrive in three years, I can’t absolutely promise you it won’t happen in 10."
theme3_3c553598e33f,agi_timeline,30,cluster2_fc3d5f639ef5,cluster2_b7f9f8cd3cb0,2025-05-22,2025-06-17,,,stable,balanced,balanced,stable,0.929,1,"And even though I highly doubt AGI will arrive in three years, I can’t absolutely promise you it won’t happen in 10.","If we want to get to AGI, we will have to better."
theme3_3c553598e33f,agi_timeline,31,cluster2_b7f9f8cd3cb0,cluster2_50ff030b0f90,2025-06-17,2025-07-09,,,stable,balanced,balanced,stable,0.833,1,"If we want to get to AGI, we will have to better.",When we are really at AGI it will be much harder to do so.
theme3_3c553598e33f,agi_timeline,32,cluster2_50ff030b0f90,cluster2_88a974fdd058,2025-07-09,2025-07-13,,,stable,balanced,balanced,stable,0.857,1,When we are really at AGI it will be much harder to do so.,Getting to AGI will likely take still more breakthroughs.
theme3_3c553598e33f,agi_timeline,33,cluster2_88a974fdd058,cluster2_00996b6a7f3e,2025-07-13,2025-08-09,,,stable,balanced,balanced,stable,0.976,1,Getting to AGI will likely take still more breakthroughs.,"(Any one remember Facebook M, a decade ago?) • Allegedly godlike models that turn out to be incremental advances. • Claims like “We now know how to build AGI” that never turn out to be true. • Promises for world-changing science that rarely materialize. • Driverless cars that still are only available in couple percent of the world’s cities. • Promises to Congress (AI to filter our fake news!"
theme3_3c553598e33f,agi_timeline,34,cluster2_00996b6a7f3e,cluster2_fccb2fae5093,2025-08-09,2025-08-14,,,stable,balanced,balanced,stable,0.976,1,"(Any one remember Facebook M, a decade ago?) • Allegedly godlike models that turn out to be incremental advances. • Claims like “We now know how to build AGI” that never turn out to be true. • Promises for world-changing science that rarely materialize. • Driverless cars that still are only available in couple percent of the world’s cities. • Promises to Congress (AI to filter our fake news!","And AGI—hopefully safe, trustworthy AGI– will eventually come."
theme3_3c553598e33f,agi_timeline,35,cluster2_fccb2fae5093,cluster2_4617a30f82e1,2025-08-14,2025-11-18,,,stable,balanced,balanced,stable,0.941,1,"And AGI—hopefully safe, trustworthy AGI– will eventually come.",Gary Marcus continues to thinks that a deep understanding of cognitive science will be a key ingredient in the development of AGI.
theme3_3c553598e33f,agi_timeline,36,cluster2_4617a30f82e1,cluster2_4d4972f710bb,2025-11-18,2025-11-18,,,stable,balanced,balanced,stable,0.952,1,Gary Marcus continues to thinks that a deep understanding of cognitive science will be a key ingredient in the development of AGI.,"Their work is interesting, and converges to a degree with the current argument, but my intuition is that such functions will not suffice for AGI."
theme3_3c553598e33f,agi_timeline,37,cluster2_4d4972f710bb,cluster2_844e3ccd35b4,2025-11-18,2025-12-01,,,stable,balanced,high_assertion,changed,0.926,1,"Their work is interesting, and converges to a degree with the current argument, but my intuition is that such functions will not suffice for AGI.","But let’s suppose for the sake of argument that Sutskever and the rest of us are correct, and that AGI will never emerge straight from LLMs, and that to a certain extent that they have run their course, and that we do in fact need new ideas."
theme3_3c553598e33f,agi_timeline,38,cluster2_844e3ccd35b4,cluster2_898d77ac5aa2,2025-12-01,2025-12-01,,near_term,more_specific,high_assertion,balanced,changed,0.960,1,"But let’s suppose for the sake of argument that Sutskever and the rest of us are correct, and that AGI will never emerge straight from LLMs, and that to a certain extent that they have run their course, and that we do in fact need new ideas.",AGI ( AI with the breadth and resourcesfulness of human intelligence ) is not coming soon.
theme3_3c553598e33f,agi_timeline,39,cluster2_898d77ac5aa2,cluster2_937a7a9ae2d6,2025-12-01,2025-12-01,near_term,,less_specific,balanced,high_assertion,changed,0.917,2,AGI ( AI with the breadth and resourcesfulness of human intelligence ) is not coming soon.,"But they will never be AGI, and they never be much more than commodity. § What is ChatGPT best for?"
theme3_4092af813ca4,regulation_policy,1,cluster2_ee9f6b10a5ec,cluster2_db6b9df02092,2025-04-03,2025-12-13,,,stable,balanced,balanced,stable,0.951,1,"The best estimate of the loss from tariff policy is now is closer to $30 trillion or $300,000 per family of four. – Lawrence Summers, former US Treasury Secretary The near-universal consensus is that President Trump’s new tariff policy ( quite possibly partly written by LLMs ) is likely to be among the worst economic policies in history.","Building our AI policy around a fantasy that we are somehow going to crush China in LLM war (or vice versa!) is misguided. § Instead, part of the actual outcome over the next few years will be that both countries build a lot of generative AI infrastructure — quite possibly significantly more than they actually need."
theme3_45dd29a88dd4,safety_alignment,1,cluster2_b6be51644593,cluster2_a9940b5175c6,2023-04-02,2023-04-04,,,stable,balanced,balanced,stable,1.000,1,A world in which cancer researchers belittled auto safety researchers (or vice versa) is not one I would want to live in.,Do you think that the chatbot induced harm is the greatest risk from chatbots?
