cluster_id,canonical_norm,representative_claim,category_mode,claim_type_mode,falsifiability_tier_mode,target_mode,first_date,last_date,occurrences,source_posts,source_urls,supporting_claim_ids
cluster_ee0896adc7d2,so if a knight is in the way of the queen s path the queen must stop before the knight or move in a different direction but in an actual game chatgpt will sometimes do exactly that failing to integrate what it can parrot with what it actually does as in this example from sent to me recently by a reader jonty westphal,"So if a knight is in the way of the queen's path, the queen must stop before the knight or move in a different direction.” But in an actual game, ChatGPT will sometimes do exactly that, failing to integrate what it can parrot with what it actually does, as in this example from sent to me recently by a reader, Jonty Westphal.",policy,normative,tier_3,llms,2025-11-18,2025-11-18,1,generative-ais-crippling-and-widespread,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread,claim_01006
cluster_38c8e4baf670,so i don t think we will waste more than 5 years before a substantial fraction of ai effort is looking outside the limited streetlight that currently are sucking up so much mental energy,So I don’t think we will waste more than 5 years before a substantial fraction of AI effort is looking outside the limited streetlight that currently are sucking up so much mental energy.,prediction,predictive,tier_2,general_ai,2023-02-16,2023-02-16,1,agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime,claim_00123
cluster_e9a996c3de10,so here is my prediction if openai manages to put out a truly mindblowing gpt 5 this year the hype will further increase the bubble won t burst soon even if the use cases to justify it aren t really there,"So here is my prediction: If OpenAI manages to put out a truly mindblowing GPT-5 this year, the hype will further increase; the bubble won’t burst soon (even if the use cases to justify it aren’t really there).",industry_market,predictive,tier_1,openai,2024-03-31,2024-03-31,1,when-will-the-genai-bubble-burst,https://garymarcus.substack.com/p/when-will-the-genai-bubble-burst,claim_00444
cluster_7841986c43c9,so actually that s a person doing confabulation called or confabulations they are exactly what people do we do it all the time distilled hinton is basically making three arguments because neural networks often perform well they must understand what they are talking about,"So actually that's a person doing confabulation. called, or confabulations, they are exactly what people do, we do it all the time Distilled, Hinton is basically making three arguments:: Because neural networks often perform well, they must understand what they are talking about.",policy,normative,tier_3,general_ai,2024-02-06,2024-02-06,1,deconstructing-geoffrey-hintons-weakest,https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest,claim_00387
cluster_6600e6f0f55f,slightly over a decade later it s fair to say that goostman contributed nothing of lasting value to ai,"Slightly over a decade later, I think it’s fair to say that Goostman contributed nothing of lasting value to AI.",prediction,predictive,tier_3,general_ai,2025-04-02,2025-04-02,1,ai-has-sort-of-passed-the-turing,https://garymarcus.substack.com/p/ai-has-sort-of-passed-the-turing,claim_00791
cluster_45ed4c915182,sky high valuation of companies like openai and microsoft are largely based on the notion that llms will with continued scaling become artificial general intelligence,"Sky high valuation of companies like OpenAI and Microsoft are largely based on the notion that LLMs will, with continued scaling, become artificial general intelligence.",industry_market,predictive,tier_3,openai,2024-11-09,2024-11-09,1,confirmed-llms-have-indeed-reached,https://garymarcus.substack.com/p/confirmed-llms-have-indeed-reached,claim_00613
cluster_dbaf9a551d2a,sixth although chatgpt has already widely been adopted by computer programmers and perhaps others and been explored by a great many chief information officers and the like it is still not clear that there will be enough adoption to justify the company s stratospheric valuations,"Sixth, although ChatGPT has already widely been adopted by computer programmers and perhaps others, and been explored by a great many Chief Information Officers and the like, it is still not clear that there will be enough adoption to justify the company’s stratospheric valuations .",prediction,predictive,tier_2,llms,2024-01-27,2024-01-27,1,openais-got-99-problems-and-twitch,https://garymarcus.substack.com/p/openais-got-99-problems-and-twitch,claim_00379
cluster_049c2f78e06f,since they were first to lay out what a conversion to nonprofit might entail i will give them the last words heartily agreeing their closing sentence gary marcus efforts to detach himself from the daily ai news are going poorly,"Since they were first to lay out what a conversion to nonprofit might entail, I will give them the last words, heartily agreeing their closing sentence: Gary Marcus ’ efforts to detach himself from the daily AI news are going poorly.",prediction,predictive,tier_3,general_ai,2025-02-11,2025-02-11,1,did-elon-musk-just-muk-sam-altman,https://garymarcus.substack.com/p/did-elon-musk-just-muk-sam-altman,claim_00731
cluster_da2ee2382ed3,since pretty much all of us assumed that gpt 4 would be followed by gpt 5 often imagined to be significantly more powerful as quickly as possible that pair of sam s sentences came as a surprise,"Since pretty much all of us assumed that GPT-4 would be followed by GPT-5, often imagined to be significantly more powerful, as quickly as possible, that pair of Sam’s sentences came as a surprise.",technical_assessment,descriptive,tier_2,llms,2023-10-17,2023-10-17,1,what-if-gpt-5-didnt-meet-expectations,https://garymarcus.substack.com/p/what-if-gpt-5-didnt-meet-expectations,claim_00304
cluster_d6570811e25f,similarly fei fei li is building a world model focused ai startup world labs based on past experience i will be surprised if lecun ever gives her endeavors much mention,"Similarly, Fei-Fei Li is building a world-model focused AI startup, World Labs ; based on past experience, I will be surprised if LeCun ever gives her endeavors much mention.",prediction,predictive,tier_3,general_ai,2026-01-06,2026-01-06,1,the-false-glorification-of-yann-lecun,https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun,claim_01087
cluster_58226ac2be48,silicon valley and the white house appear to be completely smitten with large language models rebuilding the world around the hope that llms will lead to artificial general intelligence and a radically redefined economy,"Silicon Valley and The White House appear to be completely smitten with large language models, rebuilding the world around the hope that LLMs will lead to artificial general intelligence, and a radically redefined economy.",prediction,causal,tier_3,agi,2025-12-23,2025-12-23,1,two-takes-on-ai-and-the-future-of,https://garymarcus.substack.com/p/two-takes-on-ai-and-the-future-of,claim_01070
cluster_b24fb91dbae9,shiny things are always fun to play with and i fully expect gpt 5 to be the shiniest so far but that doesn t mean that it is a critical step on the optimal path to ai that we can trust,"Shiny things are always fun to play with, and I fully expect GPT-5 to be the shiniest so far, but that doesn’t mean that it is a critical step on the optimal path to AI that we can trust .",technical_assessment,descriptive,tier_2,llms,2025-07-27,2025-07-27,1,what-to-expect-when-youre-expecting-62e,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e,claim_00945
